location,year,week,total_specimens,total_A,total_B,percent_positive,percent_A,percent_B
New Jersey,2023,19,X,X,X,X,X,X
New Mexico,2023,19,2902,4,16,0.69,0.14,0.55
New York,2023,19,4490,20,55,1.67,0.45,1.22
North Carolina,2023,19,1700,3,3,0.35,0.18,0.18
North Dakota,2023,19,X,X,X,X,X,X
Ohio,2023,19,2340,16,8,1.03,0.68,0.34
Oklahoma,2023,19,337,0,0,0,0,0
Oregon,2023,19,2287,2,1,0.13,0.09,0.04
Pennsylvania,2023,19,428,1,2,0.7,0.23,0.47
Rhode Island,2023,19,X,X,X,X,X,X
South Carolina,2023,19,969,4,12,1.65,0.41,1.24
South Dakota,2023,19,78,0,0,0,0,0
Tennessee,2023,19,63,0,6,9.52,0,9.52
Texas,2023,19,4383,23,40,1.44,0.52,0.91
Utah,2023,19,X,X,X,X,X,X
Vermont,2023,19,191,0,0,0,0,0
Virginia,2023,19,977,7,1,0.82,0.72,0.1
Washington,2023,19,3013,11,2,0.43,0.37,0.07
West Virginia,2023,19,904,0,0,0,0,0
Wisconsin,2023,19,3802,29,14,1.13,0.76,0.37
Wyoming,2023,19,X,X,X,X,X,X
Puerto Rico,2023,19,X,X,X,X,X,X
Virgin Islands,2023,19,X,X,X,X,X,X
New York City,2023,19,X,X,X,X,X,X
Alabama,2023,20,231,0,2,0.87,0,0.87
Alaska,2023,20,X,X,X,X,X,X
Arizona,2023,20,225,3,12,6.67,1.33,5.33
Arkansas,2023,20,272,0,0,0,0,0
California,2023,20,3126,21,18,1.25,0.67,0.58
Colorado,2023,20,881,3,13,1.82,0.34,1.48
Connecticut,2023,20,902,2,4,0.67,0.22,0.44
Delaware,2023,20,X,X,X,X,X,X
District of Columbia,2023,20,X,X,X,X,X,X
Florida,2023,20,404,9,15,5.94,2.23,3.71
Georgia,2023,20,1223,9,53,5.07,0.74,4.33
Hawaii,2023,20,1544,2,7,0.58,0.13,0.45
Idaho,2023,20,X,X,X,X,X,X
Illinois,2023,20,187,0,3,1.6,0,1.6
Indiana,2023,20,244,2,1,1.23,0.82,0.41
Iowa,2023,20,984,7,10,1.73,0.71,1.02
Kansas,2023,20,182,0,0,0,0,0
Kentucky,2023,20,450,0,3,0.67,0,0.67
Louisiana,2023,20,37,0,0,0,0,0
Maine,2023,20,X,X,X,X,X,X
Maryland,2023,20,317,2,1,0.95,0.63,0.32
Massachusetts,2023,20,2407,8,13,0.87,0.33,0.54
Michigan,2023,20,582,1,7,1.37,0.17,1.2
Minnesota,2023,20,1186,1,9,0.84,0.08,0.76
Mississippi,2023,20,102,0,5,4.9,0,4.9
Missouri,2023,20,1685,0,5,0.3,0,0.3
Montana,2023,20,408,1,2,0.74,0.25,0.49
Nebraska,2023,20,792,1,6,0.88,0.13,0.76
Nevada,2023,20,X,X,X,X,X,X
New Hampshire,2023,20,X,X,X,X,X,X
New Jersey,2023,20,X,X,X,X,X,X
New Mexico,2023,20,2616,8,8,0.61,0.31,0.31
New York,2023,20,4315,28,48,1.76,0.65,1.11
North Carolina,2023,20,1654,2,5,0.42,0.12,0.3
North Dakota,2023,20,X,X,X,X,X,X
Ohio,2023,20,2452,15,16,1.26,0.61,0.65
Oklahoma,2023,20,306,0,0,0,0,0
Oregon,2023,20,2208,4,2,0.27,0.18,0.09
Pennsylvania,2023,20,347,0,0,0,0,0
Rhode Island,2023,20,X,X,X,X,X,X
South Carolina,2023,20,873,4,8,1.37,0.46,0.92
South Dakota,2023,20,82,0,1,1.22,0,1.22
Tennessee,2023,20,95,0,0,0,0,0
Texas,2023,20,4558,24,57,1.78,0.53,1.25
Utah,2023,20,X,X,X,X,X,X
Vermont,2023,20,160,0,0,0,0,0
Virginia,2023,20,908,0,0,0,0,0
Washington,2023,20,2871,18,4,0.77,0.63,0.14
West Virginia,2023,20,847,2,2,0.47,0.24,0.24
Wisconsin,2023,20,3621,11,12,0.64,0.3,0.33
Wyoming,2023,20,X,X,X,X,X,X
Puerto Rico,2023,20,X,X,X,X,X,X
Virgin Islands,2023,20,X,X,X,X,X,X
New York City,2023,20,X,X,X,X,X,X
Alabama,2023,21,263,1,1,0.76,0.38,0.38
Alaska,2023,21,X,X,X,X,X,X
Arizona,2023,21,223,2,13,6.73,0.9,5.83
Arkansas,2023,21,255,0,1,0.39,0,0.39
California,2023,21,3096,24,13,1.2,0.78,0.42
Colorado,2023,21,852,5,7,1.41,0.59,0.82
Connecticut,2023,21,948,4,3,0.74,0.42,0.32
Delaware,2023,21,X,X,X,X,X,X
District of Columbia,2023,21,X,X,X,X,X,X
Florida,2023,21,382,3,16,4.97,0.79,4.19
Georgia,2023,21,568,14,18,5.63,2.46,3.17
Hawaii,2023,21,1438,8,10,1.25,0.56,0.7
Idaho,2023,21,X,X,X,X,X,X
Illinois,2023,21,214,1,4,2.34,0.47,1.87
Indiana,2023,21,205,0,0,0,0,0
Iowa,2023,21,802,1,6,0.87,0.12,0.75
Kansas,2023,21,330,0,0,0,0,0
Kentucky,2023,21,420,1,2,0.71,0.24,0.48
Louisiana,2023,21,31,0,1,3.23,0,3.23
Maine,2023,21,X,X,X,X,X,X
Maryland,2023,21,355,0,0,0,0,0
Massachusetts,2023,21,2253,11,15,1.15,0.49,0.67
Michigan,2023,21,539,1,8,1.67,0.19,1.48
Minnesota,2023,21,1062,6,7,1.22,0.56,0.66
Mississippi,2023,21,89,0,5,5.62,0,5.62
Missouri,2023,21,1628,2,4,0.37,0.12,0.25
Montana,2023,21,339,3,1,1.18,0.88,0.29
Nebraska,2023,21,655,1,4,0.76,0.15,0.61
Nevada,2023,21,X,X,X,X,X,X
New Hampshire,2023,21,X,X,X,X,X,X
New Jersey,2023,21,X,X,X,X,X,X
New Mexico,2023,21,2535,8,5,0.51,0.32,0.2
New York,2023,21,3988,27,48,1.88,0.68,1.2
North Carolina,2023,21,1592,5,8,0.82,0.31,0.5
North Dakota,2023,21,X,X,X,X,X,X
Ohio,2023,21,2156,13,10,1.07,0.6,0.46
Oklahoma,2023,21,X,X,X,X,X,X
Oregon,2023,21,1997,3,2,0.25,0.15,0.1
Pennsylvania,2023,21,359,0,0,0,0,0
Rhode Island,2023,21,X,X,X,X,X,X
South Carolina,2023,21,882,9,7,1.81,1.02,0.79
South Dakota,2023,21,78,2,0,2.56,2.56,0
Tennessee,2023,21,61,0,2,3.28,0,3.28
Texas,2023,21,4341,26,51,1.77,0.6,1.17
Utah,2023,21,X,X,X,X,X,X
Vermont,2023,21,163,2,0,1.23,1.23,0
Virginia,2023,21,831,2,2,0.48,0.24,0.24
Washington,2023,21,2612,23,0,0.88,0.88,0
West Virginia,2023,21,814,3,3,0.74,0.37,0.37
Wisconsin,2023,21,3364,14,11,0.74,0.42,0.33
Wyoming,2023,21,X,X,X,X,X,X
Puerto Rico,2023,21,X,X,X,X,X,X
Virgin Islands,2023,21,X,X,X,X,X,X
New York City,2023,21,X,X,X,X,X,X
Alabama,2023,22,243,0,1,0.41,0,0.41
Alaska,2023,22,X,X,X,X,X,X
Arizona,2023,22,206,1,12,6.31,0.49,5.83
Arkansas,2023,22,225,1,2,1.33,0.44,0.89
California,2023,22,2935,28,12,1.36,0.95,0.41
Colorado,2023,22,875,6,6,1.37,0.69,0.69
Connecticut,2023,22,806,0,4,0.5,0,0.5
Delaware,2023,22,X,X,X,X,X,X
District of Columbia,2023,22,X,X,X,X,X,X
Florida,2023,22,349,5,16,6.02,1.43,4.58
Georgia,2023,22,1205,12,68,6.64,1,5.64
Hawaii,2023,22,1523,8,12,1.31,0.53,0.79
Idaho,2023,22,X,X,X,X,X,X
Illinois,2023,22,167,1,2,1.8,0.6,1.2
Indiana,2023,22,185,1,1,1.08,0.54,0.54
Iowa,2023,22,677,3,4,1.03,0.44,0.59
Kansas,2023,22,331,0,0,0,0,0
Kentucky,2023,22,354,3,0,0.85,0.85,0
Louisiana,2023,22,42,0,0,0,0,0
Maine,2023,22,X,X,X,X,X,X
Maryland,2023,22,276,3,0,1.09,1.09,0
Massachusetts,2023,22,2151,8,11,0.88,0.37,0.51
Michigan,2023,22,506,1,3,0.79,0.2,0.59
Minnesota,2023,22,1060,4,6,0.94,0.38,0.57
Mississippi,2023,22,119,0,8,6.72,0,6.72
Missouri,2023,22,1517,3,3,0.4,0.2,0.2
Montana,2023,22,292,0,0,0,0,0
Nebraska,2023,22,645,2,1,0.47,0.31,0.16
Nevada,2023,22,X,X,X,X,X,X
New Hampshire,2023,22,X,X,X,X,X,X
New Jersey,2023,22,X,X,X,X,X,X
New Mexico,2023,22,2275,3,6,0.4,0.13,0.26
New York,2023,22,3631,35,41,2.09,0.96,1.13
North Carolina,2023,22,1544,5,6,0.71,0.32,0.39
North Dakota,2023,22,X,X,X,X,X,X
Ohio,2023,22,1845,15,5,1.08,0.81,0.27
Oklahoma,2023,22,X,X,X,X,X,X
Oregon,2023,22,2066,7,4,0.53,0.34,0.19
Pennsylvania,2023,22,269,0,0,0,0,0
Rhode Island,2023,22,X,X,X,X,X,X
South Carolina,2023,22,913,4,12,1.75,0.44,1.31
South Dakota,2023,22,53,0,0,0,0,0
Tennessee,2023,22,70,0,3,4.29,0,4.29
Texas,2023,22,4044,29,32,1.51,0.72,0.79
Utah,2023,22,X,X,X,X,X,X
Vermont,2023,22,188,2,0,1.06,1.06,0
Virginia,2023,22,830,1,1,0.24,0.12,0.12
Washington,2023,22,2736,27,0,0.99,0.99,0
West Virginia,2023,22,756,0,1,0.13,0,0.13
Wisconsin,2023,22,3048,15,7,0.72,0.49,0.23
Wyoming,2023,22,X,X,X,X,X,X
Puerto Rico,2023,22,X,X,X,X,X,X
Virgin Islands,2023,22,X,X,X,X,X,X
New York City,2023,22,X,X,X,X,X,X
Alabama,2023,23,274,0,3,1.09,0,1.09
Alaska,2023,23,X,X,X,X,X,X
Arizona,2023,23,167,0,11,6.59,0,6.59
Arkansas,2023,23,225,1,0,0.44,0.44,0
California,2023,23,2857,25,10,1.23,0.88,0.35
Colorado,2023,23,844,3,1,0.47,0.36,0.12
Connecticut,2023,23,835,7,5,1.44,0.84,0.6
Delaware,2023,23,X,X,X,X,X,X
District of Columbia,2023,23,X,X,X,X,X,X
Florida,2023,23,293,3,10,4.44,1.02,3.41
Georgia,2023,23,1133,4,31,3.09,0.35,2.74
Hawaii,2023,23,1450,19,14,2.28,1.31,0.97
Idaho,2023,23,X,X,X,X,X,X
Illinois,2023,23,164,0,0,0,0,0
Indiana,2023,23,219,0,1,0.46,0,0.46
Iowa,2023,23,635,3,6,1.42,0.47,0.94
Kansas,2023,23,159,0,0,0,0,0
Kentucky,2023,23,344,1,2,0.87,0.29,0.58
Louisiana,2023,23,45,0,1,2.22,0,2.22
Maine,2023,23,X,X,X,X,X,X
Maryland,2023,23,252,1,0,0.4,0.4,0
Massachusetts,2023,23,2149,10,8,0.84,0.47,0.37
Michigan,2023,23,488,1,10,2.25,0.2,2.05
Minnesota,2023,23,879,1,5,0.68,0.11,0.57
Mississippi,2023,23,96,2,1,3.13,2.08,1.04
Missouri,2023,23,1411,4,0,0.28,0.28,0
Montana,2023,23,248,0,0,0,0,0
Nebraska,2023,23,549,2,2,0.73,0.36,0.36
Nevada,2023,23,X,X,X,X,X,X
New Hampshire,2023,23,X,X,X,X,X,X
New Jersey,2023,23,X,X,X,X,X,X
New Mexico,2023,23,2023,5,2,0.35,0.25,0.1
New York,2023,23,3571,19,18,1.04,0.53,0.5
North Carolina,2023,23,1363,4,3,0.51,0.29,0.22
North Dakota,2023,23,X,X,X,X,X,X
Ohio,2023,23,1683,10,5,0.89,0.59,0.3
Oklahoma,2023,23,X,X,X,X,X,X
Oregon,2023,23,1949,15,2,0.87,0.77,0.1
Pennsylvania,2023,23,220,1,3,1.82,0.45,1.36
Rhode Island,2023,23,X,X,X,X,X,X
South Carolina,2023,23,911,4,4,0.88,0.44,0.44
South Dakota,2023,23,51,0,0,0,0,0
Tennessee,2023,23,12,0,0,0,0,0
Texas,2023,23,3721,21,23,1.18,0.56,0.62
Utah,2023,23,X,X,X,X,X,X
Vermont,2023,23,174,0,0,0,0,0
Virginia,2023,23,815,2,3,0.61,0.25,0.37
Washington,2023,23,2343,37,2,1.66,1.58,0.09
West Virginia,2023,23,763,0,0,0,0,0
Wisconsin,2023,23,2738,15,12,0.99,0.55,0.44
Wyoming,2023,23,X,X,X,X,X,X
Puerto Rico,2023,23,X,X,X,X,X,X
Virgin Islands,2023,23,X,X,X,X,X,X
New York City,2023,23,X,X,X,X,X,X
Alabama,2023,24,229,0,0,0,0,0
Alaska,2023,24,X,X,X,X,X,X
Arizona,2023,24,163,2,5,4.29,1.23,3.07
Arkansas,2023,24,165,1,0,0.61,0.61,0
California,2023,24,2712,21,8,1.07,0.77,0.29
Colorado,2023,24,729,7,2,1.23,0.96,0.27
Connecticut,2023,24,776,3,5,1.03,0.39,0.64
Delaware,2023,24,X,X,X,X,X,X
District of Columbia,2023,24,X,X,X,X,X,X
Florida,2023,24,292,4,12,5.48,1.37,4.11
Georgia,2023,24,902,2,24,2.88,0.22,2.66
Hawaii,2023,24,1414,23,16,2.76,1.63,1.13
Idaho,2023,24,X,X,X,X,X,X
Illinois,2023,24,126,0,2,1.59,0,1.59
Indiana,2023,24,183,0,1,0.55,0,0.55
Iowa,2023,24,557,4,4,1.44,0.72,0.72
Kansas,2023,24,146,1,1,1.37,0.68,0.68
Kentucky,2023,24,316,0,5,1.58,0,1.58
Louisiana,2023,24,46,1,1,4.35,2.17,2.17
Maine,2023,24,X,X,X,X,X,X
Maryland,2023,24,193,1,0,0.52,0.52,0
Massachusetts,2023,24,2213,4,4,0.36,0.18,0.18
Michigan,2023,24,515,2,5,1.36,0.39,0.97
Minnesota,2023,24,894,4,1,0.56,0.45,0.11
Mississippi,2023,24,109,0,3,2.75,0,2.75
Missouri,2023,24,1248,4,2,0.48,0.32,0.16
Montana,2023,24,258,1,1,0.78,0.39,0.39
Nebraska,2023,24,544,8,1,1.65,1.47,0.18
Nevada,2023,24,X,X,X,X,X,X
New Hampshire,2023,24,X,X,X,X,X,X
New Jersey,2023,24,X,X,X,X,X,X
New Mexico,2023,24,1895,9,8,0.9,0.47,0.42
New York,2023,24,3329,14,16,0.9,0.42,0.48
North Carolina,2023,24,1418,7,1,0.56,0.49,0.07
North Dakota,2023,24,X,X,X,X,X,X
Ohio,2023,24,1619,7,3,0.62,0.43,0.19
Oklahoma,2023,24,X,X,X,X,X,X
Oregon,2023,24,1793,8,3,0.61,0.45,0.17
Pennsylvania,2023,24,162,0,3,1.85,0,1.85
Rhode Island,2023,24,X,X,X,X,X,X
South Carolina,2023,24,789,3,6,1.14,0.38,0.76
South Dakota,2023,24,69,1,0,1.45,1.45,0
Tennessee,2023,24,X,X,X,X,X,X
Texas,2023,24,3417,19,17,1.05,0.56,0.5
Utah,2023,24,X,X,X,X,X,X
Vermont,2023,24,153,1,0,0.65,0.65,0
Virginia,2023,24,758,2,0,0.26,0.26,0
Washington,2023,24,1941,24,3,1.39,1.24,0.15
West Virginia,2023,24,688,1,1,0.29,0.15,0.15
Wisconsin,2023,24,2493,18,22,1.6,0.72,0.88
Wyoming,2023,24,X,X,X,X,X,X
Puerto Rico,2023,24,X,X,X,X,X,X
Virgin Islands,2023,24,X,X,X,X,X,X
New York City,2023,24,X,X,X,X,X,X
Alabama,2023,25,175,0,0,0,0,0
Alaska,2023,25,X,X,X,X,X,X
Arizona,2023,25,178,2,10,6.74,1.12,5.62
Arkansas,2023,25,167,0,0,0,0,0
California,2023,25,2570,21,13,1.32,0.82,0.51
Colorado,2023,25,710,2,2,0.56,0.28,0.28
Connecticut,2023,25,708,1,2,0.42,0.14,0.28
Delaware,2023,25,X,X,X,X,X,X
District of Columbia,2023,25,X,X,X,X,X,X
Florida,2023,25,227,0,1,0.44,0,0.44
Georgia,2023,25,869,2,10,1.38,0.23,1.15
Hawaii,2023,25,1438,18,14,2.23,1.25,0.97
Idaho,2023,25,X,X,X,X,X,X
Illinois,2023,25,109,1,0,0.92,0.92,0
Indiana,2023,25,185,0,0,0,0,0
Iowa,2023,25,500,4,4,1.6,0.8,0.8
Kansas,2023,25,111,2,0,1.8,1.8,0
Kentucky,2023,25,288,1,1,0.69,0.35,0.35
Louisiana,2023,25,26,1,0,3.85,3.85,0
Maine,2023,25,X,X,X,X,X,X
Maryland,2023,25,164,1,0,0.61,0.61,0
Massachusetts,2023,25,1789,5,4,0.5,0.28,0.22
Michigan,2023,25,479,0,7,1.46,0,1.46
Minnesota,2023,25,905,1,0,0.11,0.11,0
Mississippi,2023,25,74,0,3,4.05,0,4.05
Missouri,2023,25,1251,0,3,0.24,0,0.24
Montana,2023,25,254,1,0,0.39,0.39,0
Nebraska,2023,25,464,6,3,1.94,1.29,0.65
Nevada,2023,25,X,X,X,X,X,X
New Hampshire,2023,25,X,X,X,X,X,X
New Jersey,2023,25,X,X,X,X,X,X
New Mexico,2023,25,1791,12,5,0.95,0.67,0.28
New York,2023,25,2535,6,6,0.47,0.24,0.24
North Carolina,2023,25,1189,5,2,0.59,0.42,0.17
North Dakota,2023,25,X,X,X,X,X,X
Ohio,2023,25,1433,11,3,0.98,0.77,0.21
Oklahoma,2023,25,X,X,X,X,X,X
Oregon,2023,25,1602,10,0,0.62,0.62,0
Pennsylvania,2023,25,174,2,0,1.15,1.15,0
Rhode Island,2023,25,X,X,X,X,X,X
South Carolina,2023,25,783,4,3,0.89,0.51,0.38
South Dakota,2023,25,58,0,0,0,0,0
Tennessee,2023,25,X,X,X,X,X,X
Texas,2023,25,3240,24,18,1.3,0.74,0.56
Utah,2023,25,X,X,X,X,X,X
Vermont,2023,25,147,0,0,0,0,0
Virginia,2023,25,731,1,0,0.14,0.14,0
Washington,2023,25,1944,24,2,1.34,1.23,0.1
West Virginia,2023,25,667,1,1,0.3,0.15,0.15
Wisconsin,2023,25,2441,18,5,0.94,0.74,0.2
Wyoming,2023,25,X,X,X,X,X,X
Puerto Rico,2023,25,X,X,X,X,X,X
Virgin Islands,2023,25,X,X,X,X,X,X
New York City,2023,25,X,X,X,X,X,X
Alabama,2023,26,213,0,0,0,0,0
Alaska,2023,26,X,X,X,X,X,X
Arizona,2023,26,137,0,6,4.38,0,4.38
Arkansas,2023,26,164,0,0,0,0,0
California,2023,26,2374,39,12,2.15,1.64,0.51
Colorado,2023,26,651,6,1,1.08,0.92,0.15
Connecticut,2023,26,713,2,2,0.56,0.28,0.28
Delaware,2023,26,X,X,X,X,X,X
District of Columbia,2023,26,X,X,X,X,X,X
Florida,2023,26,268,2,5,2.61,0.75,1.87
Georgia,2023,26,483,0,1,0.21,0,0.21
Hawaii,2023,26,1168,27,20,4.02,2.31,1.71
Idaho,2023,26,X,X,X,X,X,X
Illinois,2023,26,131,2,0,1.53,1.53,0
Indiana,2023,26,168,0,0,0,0,0
Iowa,2023,26,480,1,8,1.88,0.21,1.67
Kansas,2023,26,97,0,0,0,0,0
Kentucky,2023,26,316,0,0,0,0,0
Louisiana,2023,26,25,1,0,4,4,0
Maine,2023,26,X,X,X,X,X,X
Maryland,2023,26,183,0,1,0.55,0,0.55
Massachusetts,2023,26,1381,9,2,0.8,0.65,0.14
Michigan,2023,26,446,1,1,0.45,0.22,0.22
Minnesota,2023,26,818,2,2,0.49,0.24,0.24
Mississippi,2023,26,94,2,4,6.38,2.13,4.26
Missouri,2023,26,1180,2,3,0.42,0.17,0.25
Montana,2023,26,267,4,1,1.87,1.5,0.37
Nebraska,2023,26,353,5,0,1.42,1.42,0
Nevada,2023,26,X,X,X,X,X,X
New Hampshire,2023,26,X,X,X,X,X,X
New Jersey,2023,26,X,X,X,X,X,X
New Mexico,2023,26,1667,1,2,0.18,0.06,0.12
New York,2023,26,2924,11,6,0.58,0.38,0.21
North Carolina,2023,26,1164,1,5,0.52,0.09,0.43
North Dakota,2023,26,X,X,X,X,X,X
Ohio,2023,26,1510,19,0,1.26,1.26,0
Oklahoma,2023,26,X,X,X,X,X,X
Oregon,2023,26,912,4,0,0.44,0.44,0
Pennsylvania,2023,26,135,0,0,0,0,0
Rhode Island,2023,26,X,X,X,X,X,X
South Carolina,2023,26,745,1,3,0.54,0.13,0.4
South Dakota,2023,26,64,0,1,1.56,0,1.56
Tennessee,2023,26,10,0,0,0,0,0
Texas,2023,26,2990,19,17,1.2,0.64,0.57
Utah,2023,26,X,X,X,X,X,X
Vermont,2023,26,140,1,1,1.43,0.71,0.71
Virginia,2023,26,784,2,2,0.51,0.26,0.26
Washington,2023,26,1792,46,3,2.73,2.57,0.17
West Virginia,2023,26,622,0,1,0.16,0,0.16
Wisconsin,2023,26,2123,8,3,0.52,0.38,0.14
Wyoming,2023,26,X,X,X,X,X,X
Puerto Rico,2023,26,X,X,X,X,X,X
Virgin Islands,2023,26,X,X,X,X,X,X
New York City,2023,26,X,X,X,X,X,X
Alabama,2023,27,197,1,0,0.51,0.51,0
Alaska,2023,27,X,X,X,X,X,X
Arizona,2023,27,120,0,2,1.67,0,1.67
Arkansas,2023,27,158,0,0,0,0,0
California,2023,27,2117,38,13,2.41,1.79,0.61
Colorado,2023,27,600,2,0,0.33,0.33,0
Connecticut,2023,27,652,3,3,0.92,0.46,0.46
Delaware,2023,27,X,X,X,X,X,X
District of Columbia,2023,27,X,X,X,X,X,X
Florida,2023,27,231,2,3,2.16,0.87,1.3
Georgia,2023,27,524,1,0,0.19,0.19,0
Hawaii,2023,27,1308,23,19,3.21,1.76,1.45
Idaho,2023,27,130,1,0,0.77,0.77,0
Illinois,2023,27,331,0,0,0,0,0
Indiana,2023,27,147,0,1,0.68,0,0.68
Iowa,2023,27,420,0,1,0.24,0,0.24
Kansas,2023,27,123,0,0,0,0,0
Kentucky,2023,27,286,0,0,0,0,0
Louisiana,2023,27,31,0,2,6.45,0,6.45
Maine,2023,27,X,X,X,X,X,X
Maryland,2023,27,143,1,0,0.7,0.7,0
Massachusetts,2023,27,1009,9,4,1.29,0.89,0.4
Michigan,2023,27,396,0,0,0,0,0
Minnesota,2023,27,722,3,1,0.55,0.42,0.14
Mississippi,2023,27,85,1,5,7.06,1.18,5.88
Missouri,2023,27,1164,5,0,0.43,0.43,0
Montana,2023,27,248,0,1,0.4,0,0.4
Nebraska,2023,27,424,3,0,0.71,0.71,0
Nevada,2023,27,X,X,X,X,X,X
New Hampshire,2023,27,X,X,X,X,X,X
New Jersey,2023,27,X,X,X,X,X,X
New Mexico,2023,27,1594,3,0,0.19,0.19,0
New York,2023,27,2627,11,3,0.53,0.42,0.11
North Carolina,2023,27,1272,5,5,0.79,0.39,0.39
North Dakota,2023,27,X,X,X,X,X,X
Ohio,2023,27,1349,103,1,7.71,7.64,0.07
Oklahoma,2023,27,317,2,1,0.95,0.63,0.32
Oregon,2023,27,1581,5,1,0.38,0.32,0.06
Pennsylvania,2023,27,183,0,1,0.55,0,0.55
Rhode Island,2023,27,X,X,X,X,X,X
South Carolina,2023,27,648,0,4,0.62,0,0.62
South Dakota,2023,27,61,0,0,0,0,0
Tennessee,2023,27,10,0,0,0,0,0
Texas,2023,27,2810,16,20,1.28,0.57,0.71
Utah,2023,27,X,X,X,X,X,X
Vermont,2023,27,143,1,1,1.4,0.7,0.7
Virginia,2023,27,685,1,3,0.58,0.15,0.44
Washington,2023,27,1693,16,1,1,0.95,0.06
West Virginia,2023,27,599,0,0,0,0,0
Wisconsin,2023,27,1820,8,2,0.55,0.44,0.11
Wyoming,2023,27,X,X,X,X,X,X
Puerto Rico,2023,27,X,X,X,X,X,X
Virgin Islands,2023,27,X,X,X,X,X,X
New York City,2023,27,X,X,X,X,X,X
Alabama,2023,28,226,1,0,0.44,0.44,0
Alaska,2023,28,X,X,X,X,X,X
Arizona,2023,28,125,1,3,3.2,0.8,2.4
Arkansas,2023,28,151,0,1,0.66,0,0.66
California,2023,28,2230,26,13,1.75,1.17,0.58
Colorado,2023,28,628,6,3,1.43,0.96,0.48
Connecticut,2023,28,700,6,2,1.14,0.86,0.29
Delaware,2023,28,X,X,X,X,X,X
District of Columbia,2023,28,X,X,X,X,X,X
Florida,2023,28,234,1,5,2.56,0.43,2.14
Georgia,2023,28,466,2,3,1.07,0.43,0.64
Hawaii,2023,28,1336,16,18,2.54,1.2,1.35
Idaho,2023,28,138,1,0,0.72,0.72,0
Illinois,2023,28,371,0,1,0.27,0,0.27
Indiana,2023,28,143,0,0,0,0,0
Iowa,2023,28,511,1,7,1.57,0.2,1.37
Kansas,2023,28,150,0,0,0,0,0
Kentucky,2023,28,297,2,2,1.35,0.67,0.67
Louisiana,2023,28,31,0,0,0,0,0
Maine,2023,28,X,X,X,X,X,X
Maryland,2023,28,173,2,0,1.16,1.16,0
Massachusetts,2023,28,1046,11,2,1.24,1.05,0.19
Michigan,2023,28,388,1,0,0.26,0.26,0
Minnesota,2023,28,726,0,0,0,0,0
Mississippi,2023,28,69,1,6,10.14,1.45,8.7
Missouri,2023,28,1159,2,1,0.26,0.17,0.09
Montana,2023,28,249,1,2,1.2,0.4,0.8
Nebraska,2023,28,426,6,2,1.88,1.41,0.47
Nevada,2023,28,X,X,X,X,X,X
New Hampshire,2023,28,X,X,X,X,X,X
New Jersey,2023,28,X,X,X,X,X,X
New Mexico,2023,28,1484,3,3,0.4,0.2,0.2
New York,2023,28,2716,17,3,0.74,0.63,0.11
North Carolina,2023,28,1335,17,4,1.57,1.27,0.3
North Dakota,2023,28,X,X,X,X,X,X
Ohio,2023,28,1342,7,1,0.6,0.52,0.07
Oklahoma,2023,28,312,0,1,0.32,0,0.32
Oregon,2023,28,1432,4,2,0.42,0.28,0.14
Pennsylvania,2023,28,165,0,0,0,0,0
Rhode Island,2023,28,X,X,X,X,X,X
South Carolina,2023,28,658,0,4,0.61,0,0.61
South Dakota,2023,28,64,0,0,0,0,0
Tennessee,2023,28,X,X,X,X,X,X
Texas,2023,28,2731,27,21,1.76,0.99,0.77
Utah,2023,28,X,X,X,X,X,X
Vermont,2023,28,137,0,0,0,0,0
Virginia,2023,28,712,4,3,0.98,0.56,0.42
Washington,2023,28,1616,7,1,0.5,0.43,0.06
West Virginia,2023,28,679,0,0,0,0,0
Wisconsin,2023,28,1889,12,5,0.9,0.64,0.26
Wyoming,2023,28,X,X,X,X,X,X
Puerto Rico,2023,28,X,X,X,X,X,X
Virgin Islands,2023,28,X,X,X,X,X,X
New York City,2023,28,X,X,X,X,X,X
Alabama,2023,29,230,1,0,0.43,0.43,0
Alaska,2023,29,X,X,X,X,X,X
Arizona,2023,29,110,0,0,0,0,0
Arkansas,2023,29,155,0,0,0,0,0
California,2023,29,2033,36,11,2.31,1.77,0.54
Colorado,2023,29,638,5,0,0.78,0.78,0
Connecticut,2023,29,657,3,2,0.76,0.46,0.3
Delaware,2023,29,X,X,X,X,X,X
District of Columbia,2023,29,X,X,X,X,X,X
Florida,2023,29,290,2,3,1.72,0.69,1.03
Georgia,2023,29,508,2,1,0.59,0.39,0.2
Hawaii,2023,29,1484,20,28,3.23,1.35,1.89
Idaho,2023,29,157,0,0,0,0,0
Illinois,2023,29,360,1,1,0.56,0.28,0.28
Indiana,2023,29,143,1,0,0.7,0.7,0
Iowa,2023,29,496,0,6,1.21,0,1.21
Kansas,2023,29,162,0,1,0.62,0,0.62
Kentucky,2023,29,282,2,0,0.71,0.71,0
Louisiana,2023,29,31,1,1,6.45,3.23,3.23
Maine,2023,29,X,X,X,X,X,X
Maryland,2023,29,181,1,0,0.55,0.55,0
Massachusetts,2023,29,857,4,2,0.7,0.47,0.23
Michigan,2023,29,399,0,1,0.25,0,0.25
Minnesota,2023,29,691,3,0,0.43,0.43,0
Mississippi,2023,29,84,1,2,3.57,1.19,2.38
Missouri,2023,29,1010,4,3,0.69,0.4,0.3
Montana,2023,29,231,0,0,0,0,0
Nebraska,2023,29,491,1,1,0.41,0.2,0.2
